Object,qid,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,Score,Rank
205,1,1,0.301,0.004,0.779,0.257,0.481,0.104,0.107,0.749,1,0.101,0.378,0.096,0.463,0.649,2.5685,7555
206,1,0,0.282,0.626,0.782,0.17,0.385,0.003,0.175,0.726,1,0.535,0.061,0.768,0.629,0.435,3.044,7114
207,1,1,0.646,0.552,0.971,0.084,0.624,0.326,0.874,0.769,0,0.871,0.336,0.415,0.811,0.583,1.827,8126
208,1,1,0.636,0.094,0.713,0.048,0.434,0.498,0.454,0.042,1,0.683,0.852,0.825,0.945,0.422,4.8555,5367
209,1,0,0.463,0.783,0.783,0.84,0.802,0.655,0.85,0.349,1,0.234,0.122,0.614,0.778,0.575,13.127,167
210,1,0,0.129,0.596,0.027,0.27,0.342,0.28,0.622,0.707,0,0.546,0.179,0.402,0.382,0.976,0.4975,8932
211,1,0,0.3,0.407,0.174,0.399,0.293,0.174,0.309,0.497,0,0.917,0.758,0.36,0.23,0.098,-2.2555,9797
212,1,1,0.693,0.203,0.683,0.929,0.858,0.056,0.521,0.427,1,0.045,0.678,0.193,0.847,0.334,4.807,5420
213,1,0,0.088,0.755,0.793,0.334,0.339,0.59,0.537,0.439,0,0.77,0.272,0.015,0.304,0.067,5.9845,4202
214,1,0,0.056,0.701,0.575,0.256,0.429,0.724,0.387,0.561,1,0.729,0.1,0.149,0.347,0.232,8.3925,2027
215,1,1,0.259,0.445,0.146,0.713,0.139,0.801,0.999,0.458,0,0.635,0.227,0.755,0.733,0.93,7.785,2544
216,1,1,0.053,0.76,0.623,0.747,0.327,0.051,0.326,0.456,0,0.797,0.068,0.94,0.389,0.202,4.38,5867
217,1,0,0.003,0.277,0.274,0.663,0.359,0.919,0.264,0.982,0,0.639,0.884,0.167,0.054,0.009,2.1415,7890
218,1,1,0.976,0.637,0.065,0.395,0.376,0.998,0.446,0.88,1,0.034,0.169,0.688,0.84,0.048,7.708,2602
219,1,1,0.13,0.826,0.417,0.595,0.621,0.372,0.945,0.059,0,0.317,0.79,0.094,0.328,0.962,4.6045,5646
220,1,0,0.07,0.321,0.604,0.593,0.079,0.698,0.25,0.942,0,0.681,0.492,0.614,0.185,0.489,4.294,5965
221,1,1,0.854,0.122,0.936,0.453,0.578,0.023,0.737,0.209,1,0.909,0.874,0.56,0.793,0.046,2.2045,7839
222,1,1,0.616,0.465,0.976,0.898,0.454,0.675,0.432,0.594,0,0.976,0.993,0.366,0.485,0.092,5.85,4346
223,1,0,0.219,0.559,0.503,0.231,0.705,0.673,0.164,0.096,1,0.777,0.852,0.233,0.748,0.689,6.9605,3241
224,1,0,0.67,0.604,0.68,0.634,0.449,0.79,0.435,0.967,1,0.071,0.717,0.898,0.876,0.66,7.2485,2997
225,1,1,0.339,0.377,0.082,0.047,0.767,0.603,0.557,0.234,0,0.589,0.515,0.567,0.334,0.202,1.64,8269
226,1,0,0.222,0.107,0.194,0.804,0.687,0.315,0.683,0.711,0,0.565,0.387,0.907,0.475,0.717,2.154,7877
227,1,0,0.06,0.346,0.433,0.242,0.665,0.132,0.261,0.489,0,0.918,0.71,0.906,0.409,0.424,-1.705,9699
228,1,1,0.783,0.699,0.375,0.46,0.162,0.07,0.123,0.623,0,0.389,0.985,0.44,0.391,0.421,-2.2755,9799
229,1,1,0.166,0.889,0.063,0.717,0.551,0.835,0.371,0.605,1,0.005,0.13,0.7,0.392,0.644,10.4065,872
230,1,1,0.068,0.015,0.453,0.962,0.129,0.196,0.165,0.978,1,0.292,0.968,0.361,0.291,0.894,1.539,8322
231,1,1,0.666,0.792,0.737,0.698,0.266,0.654,0.95,0.347,0,0.531,0.425,0.802,0.784,0.399,8.318,2087
232,1,1,0.404,0.364,0.826,0.304,0.811,0.308,0.246,0.216,1,0.817,0.818,0.02,0.887,0.752,5.1575,5068
233,1,1,0.191,0.971,0.335,0.134,0.169,0.974,0.369,0.677,1,0.303,0.77,0.476,0.843,0.101,5.2645,4958
234,1,1,0.453,0.699,0.871,0.52,0.07,0.614,1,0.07,0,0.814,0.169,0.045,0.439,0.384,9.8955,1128
235,1,1,0.18,0.75,0.848,0.98,0.073,0.571,0.008,0.019,0,0.293,0.368,0.235,0.967,0.556,12.4445,262
236,1,0,0.249,0.223,0.127,0.341,0.369,0.521,0.888,0.274,0,0.456,0.57,0.597,0.716,0.997,2.888,7268
237,1,0,0.65,0.72,0.444,0.47,0.682,0.035,0.577,0.872,1,0.361,0.762,0.752,0.536,0.845,-0.209,9241
238,1,1,0.18,0.447,0.39,0.007,0.844,0.935,0.974,0.885,1,0.184,0.502,0.138,0.123,0.65,4.586,5661
239,1,0,0.281,0.049,0.62,0.271,0.159,0.864,0.947,0.954,0,0.39,0.684,0.568,0.215,0.152,1.8325,8123
240,1,0,0.012,0.483,0.01,0.771,0.834,0.992,0.879,0.448,0,0.396,0.557,0.434,0.05,0.168,6.47,3706
241,1,1,0.876,0.733,0.255,0.602,0.993,0.371,0.395,0.05,0,0.485,0.568,0.707,0.134,0.288,4.8735,5345
242,1,1,0.713,0.626,0.702,0.556,0.584,0.985,0.233,0.936,0,0.392,0.016,0.603,0.542,0.795,10.454,853
243,1,1,0.179,0.009,0.488,0.752,0.445,0.362,0.31,0.691,0,0.338,0.798,0.073,0.803,0.234,1.1335,8577
244,1,0,0.254,0.675,0.2,0.536,0.617,0.498,0.286,0.893,0,0.465,0.053,0.874,0.687,0.577,3.883,6351
245,1,1,0.939,0.678,0.187,0.337,0.905,0.161,0.345,0.629,0,0.435,0.815,0.724,0.031,0.237,-2.5585,9832
246,1,0,0.218,0.906,0.216,0.904,0.066,0.176,0.477,0.257,0,0.199,0.459,0.888,0.449,0.75,4.7755,5454
247,1,0,0.778,0.866,0.603,0.849,0.258,0.477,0.949,0.173,1,0.561,0.052,0.066,0.194,0.581,12.245,314
248,1,0,0.184,0.873,0.294,0.584,0.488,0.859,0.754,0.798,0,0.58,0.086,0.077,0.233,0.5,7.219,3029
249,1,1,0.42,0.647,0.139,0.154,0.41,0.779,0.058,0.256,1,0.919,0.36,0.852,0.106,0.472,7.5255,2757
250,1,0,0.431,0.684,0.982,0.719,0.204,0.325,0.732,0.735,0,0.133,0.02,0.959,0.565,0.131,6.6455,3546
251,1,0,0.449,0.008,0.663,0.276,0.299,0.403,0.914,0.89,1,0.097,0.3,0.274,0.357,0.035,2.6285,7494
252,1,1,0.474,0.954,0.901,0.528,0.045,0.12,0.246,0.997,0,0.996,0.512,0.34,0.86,0.289,0.5395,8904
253,1,1,0.288,0.624,0.764,0.774,0.432,0.82,0.27,0.656,1,0.467,0.657,0.683,0.045,0.584,10.0615,1040
254,1,0,0.118,0.488,0.697,0.619,0.636,0.685,0.415,0.022,1,0.116,0.057,0.489,0.193,0.754,14.173,76
255,1,1,0.651,0.917,0.508,0.028,0.991,0.674,0.426,0.845,1,0.513,0.878,0.199,0.909,0.09,1.644,8266
256,1,0,0.495,0.833,0.549,0.734,0.43,0.81,0.657,0.437,0,0.096,0.924,0.71,0.631,0.269,6.32,3860
257,1,0,0.508,0.838,0.951,0.322,0.637,0.151,0.778,0.434,1,0.41,0.826,0.912,0.091,0.296,2.875,7281
258,1,1,0.925,0.834,0.414,0.684,0.427,0.488,0.829,0.218,1,0.356,0.915,0.84,0.14,0.679,6.623,3573
259,1,0,0.067,0.631,0.02,0.481,0.892,0.466,0.182,0.599,0,0.455,0.105,0.151,0.664,0.028,2.99,7173
260,1,1,0.457,0.671,0.581,0.315,0.901,0.913,0.459,0.039,1,0.266,0.438,0.807,0.095,0.646,12.0945,343
261,1,0,0.809,0.411,0.604,0.518,0.695,0.494,0.652,0.698,1,0.99,0.93,0.106,0.4,0.705,3.544,6677
262,1,1,0.984,0.57,0.717,0.867,0.2,0.379,0.974,0.142,0,0.853,0.407,0.853,0.513,0.963,8.596,1874
263,1,1,0.824,0.314,0.735,0.152,0.193,0.241,0.463,0.269,0,0.355,0.472,0.082,0.017,0.086,2.1375,7891
264,1,0,0.684,0.083,0.127,0.873,0.596,0.602,0.152,0.851,0,0.486,0.004,0.829,0.587,0.527,6.2345,3961
265,1,0,0.291,0.609,0.405,0.472,0.38,0.442,0.029,0.797,1,0.25,0.012,0.11,0.895,0.335,6.574,3616
266,1,1,0.539,0.977,0.398,0.748,0.852,0.049,0.387,0.204,1,0.687,0.77,0.807,0.395,0.64,4.33,5929
267,1,0,0.891,0.05,0.687,0.014,0.795,0.157,0.512,0.085,1,0.782,0.663,0.761,0.109,0.774,3.0875,7086
268,1,0,0.88,0.936,0.09,0.418,0.253,0.52,0.61,0.494,0,0.067,0.533,0.836,0.318,0.368,2.7595,7379
269,1,0,0.672,0.554,0.445,0.099,0.331,0.36,0.115,0.633,1,0.414,0.273,0.687,0.113,0.718,4.27,5992
270,1,0,0.788,0.047,0.814,0.541,0.561,0.85,0.255,0.868,0,0.863,0.819,0.913,0.262,0.12,4.2605,5998
271,1,1,0.842,0.137,0.092,0.699,0.698,0.84,0.35,0.268,1,0.037,0.023,0.317,0.399,0.368,11.8695,392
272,1,1,0.79,0.222,0.689,0.159,0.991,0.578,0.996,0.603,0,0.446,0.287,0.599,0.602,0.428,3.765,6470
273,1,1,0.368,0.259,0.107,0.221,0.451,0.38,0.448,0.16,1,0.367,0.894,0.729,0.482,0.561,1.956,8031
274,1,1,0.735,0.097,0.008,0.281,0.014,0.494,0.344,0.763,1,0.968,0.219,0.339,0.329,0.263,2.51,7603
275,1,1,0.286,0.894,0.032,0.143,0.19,0.153,0.531,0.218,0,1,0.216,0.664,0.432,0.333,0.4025,8982
276,1,1,0.363,0.157,0.695,0.296,0.372,0.508,0.874,0.561,0,0.373,0.721,0.629,0.515,0.961,2.6335,7489
277,1,1,0.167,0.038,0.152,0.121,0.55,0.601,0.508,0.954,0,0.736,0.396,0.078,0.771,0.724,-0.3975,9306
278,1,0,0.076,0.812,0.654,0.428,0.585,0.707,0.787,0.833,0,0.39,0.11,0.909,0.589,0.876,6.879,3326
279,1,1,0.388,0.268,0.692,0.62,0.187,0.295,0.025,0.094,1,0.758,0.564,0.161,0.583,0.623,7.9305,2404
280,1,1,0.976,0.114,0.661,0.812,0.504,0.762,0.618,0.213,1,0.371,0.619,0.121,0.748,0.336,10.9425,677
281,1,1,0.445,0.947,0.18,1,0.738,0.395,0.598,0.074,1,0.411,0.643,0.278,0.432,0.143,7.8755,2455
282,1,1,0.331,0.1,0.09,0.684,0.001,0.901,0.555,0.08,1,0.54,0.933,0.706,0.939,0.84,8.6235,1858
283,1,1,0.515,0.76,0.259,0.888,0.907,0.178,0.824,0.794,1,0.772,0.196,0.543,0.748,0.663,4.752,5485
284,1,0,0.837,0.93,0.853,0.396,0.873,0.129,0.431,0.561,0,0.958,0.572,0.721,0.617,0.333,1.697,8226
285,1,1,0.028,0.281,0.307,0.955,0.995,0.804,0.01,0.75,0,0.288,0.688,0.974,0.838,0.015,5.4085,4794
286,1,1,0.459,0.265,0.577,0.105,0.513,0.458,0.144,0.304,1,0.179,0.046,0.546,0.646,0.853,8.2875,2108
287,1,1,0.889,0.247,0.486,0.625,0.531,0.467,0.534,0.055,1,0.621,0.766,0.129,0.618,0.065,6.6445,3547
288,1,0,0.88,0.201,0.666,0.112,0.406,0.303,0.184,0.445,1,0.515,0.105,0.013,0.462,0.919,6.476,3700
289,1,0,0.302,0.399,0.721,0.413,0.818,0.707,0.407,0.064,0,0.941,0.074,0.17,0.583,0.647,10.558,813
290,1,0,0.322,0.371,0.212,0.751,0.884,0.773,0.998,0.196,1,0.214,0.233,0.835,0.397,0.754,11.2,591
291,1,1,0.308,0.637,0.885,0.881,0.384,0.83,0.375,0.292,1,0.51,0.253,0.921,0.736,0.711,15.0875,29
292,1,1,0.275,0.444,0.92,0.342,0.062,0.336,0.295,0.47,0,0.299,0.658,0.179,0.177,0.243,2.9395,7218
293,1,0,0.946,0.443,0.415,0.366,0.842,0.027,0.632,0.649,0,0.516,0.745,0.851,0.443,0.503,-2.4835,9822
294,1,1,0.863,0.32,0.168,0.969,0.346,0.59,0.065,0.175,0,0.493,0.753,0.93,0.555,0.387,6.6175,3576
295,1,1,0.833,0.654,0.217,0.273,0.374,0.555,0.58,0.207,1,0.804,0.754,0.12,0.729,0.651,4.933,5290
296,1,0,0.077,0.226,0.062,0.771,0.731,0.494,0.86,0.096,1,0.221,0.57,0.64,0.625,0.772,7.177,3064
297,1,0,0.643,0.115,0.337,0.866,0.233,0.713,0.33,0.104,0,0.357,0.598,0.623,0.136,0.09,7.935,2398
298,1,1,0.699,0.952,0.644,0.448,0.899,0.27,0.484,0.535,0,0.755,0.716,0.204,0.523,0.904,2.517,7594
299,1,1,0.697,0.25,0.609,0.523,0.27,0.641,0.943,0.928,0,0.71,0.122,0.596,0.182,0.415,4.852,5371
300,1,0,0.485,0.688,0.205,0.124,0.568,0.998,0.303,0.821,0,0.726,0.935,0.756,0.768,0.044,0.9745,8672
301,1,0,0.052,0.121,0.013,0.785,0.47,0.507,0.776,0.036,1,0.989,0.513,0.946,0.545,0.337,6.67,3522
302,1,0,0.914,0.146,0.791,0.517,0.305,0.353,0.175,0.54,1,0.714,0.649,0.378,0.613,0.133,4.8985,5311
303,1,0,0.718,0.203,0.053,0.569,0.441,0.377,0.534,0.253,0,0.814,0.724,0.496,0.738,0.037,0.8645,8732
304,1,0,0.817,0.616,0.87,0.88,0.323,0.025,0.253,0.335,0,0.575,0.133,0.973,0.552,0.88,7.544,2740
305,1,0,0.12,0.387,0.821,0.18,0.244,0.632,0.078,0.644,1,0.456,0.668,0.309,0.732,0.059,4.9095,5304
306,1,1,0.449,0.438,0.587,0.726,0.861,0.536,0.733,0.143,1,0.663,0.331,0.599,0.925,0.118,9.671,1243
307,1,0,0.532,0.09,0.6,0.04,0.456,0.182,0.527,0.558,0,0.68,0.227,0.537,0.459,0.307,0.0805,9129
308,1,0,0.156,0.981,0.925,0.708,0.049,0.145,0.89,0.96,1,0.094,0.575,0.434,0.077,0.79,4.032,6192
309,1,0,0.322,0.72,0.787,0.552,0.619,0.485,0.149,0.174,1,0.798,0.818,0.579,0.166,0.642,8.124,2243
310,1,1,0.785,0.154,0.568,0.454,0.743,0.398,0.824,0.435,1,0.416,0.662,0.782,0.13,0.694,4.7965,5436
311,1,1,0.654,0.957,0.835,0.166,0.275,0.118,0.636,0.714,1,0.698,0.934,0.943,0.169,0.667,0.1735,9079
312,1,1,0.136,0.943,0.056,0.976,0.846,0.631,0.29,0.918,1,0.981,0.787,0.82,0.879,0.404,4.4635,5787
313,1,0,0.858,0.603,0.361,0.303,0.002,0.412,0.523,0.382,0,0.691,0.646,0.662,0.76,0.69,2.3135,7742
314,1,1,0.054,0.817,0.967,0.835,0.423,0.641,0.418,0.826,0,0.809,0.894,0.814,0.477,0.542,5.4055,4796
315,1,0,0.203,0.637,0.069,0.562,0.434,0.47,0.981,0.323,0,0.37,0.536,0.154,0.007,0.043,2.188,7856
316,1,0,0.69,0.379,0.444,0.581,0.945,0.587,0.046,0.88,0,0.881,0.214,0.209,0.565,0.328,4.6365,5620
317,1,1,0.872,0.819,0.749,0.781,0.973,0.287,0.228,0.034,1,0.792,0.979,0.116,0.082,0.923,8.1475,2220
318,1,0,0.681,0.388,0.7,0.758,0.555,0.243,0.078,0.765,1,0.526,0.103,0.657,0.122,0.268,6.9835,3218
319,1,0,0.788,0.597,0.479,0.814,0.348,0.628,0.717,0.195,0,0.017,0.526,0.427,0.946,0.358,8.2075,2165
320,1,1,0.718,0.24,0.416,0.337,0.559,0.668,0.695,0.673,0,0.458,0.377,0.984,0.242,0.682,4.141,6090
321,1,0,0.814,0.039,0.853,0.88,0.019,0.385,0.888,0.152,0,0.342,0.437,0.351,0.723,0.726,8.423,2000
322,1,1,0.486,0.808,0.729,0.751,0.257,0.882,0.699,0.888,1,0.921,0.051,0.627,0.633,0.149,11.147,609
323,1,1,0.033,0.77,0.629,0.319,0.201,0.093,0.475,0.026,0,0.314,0.4,0.495,0.54,0.929,4.273,5985
324,1,1,0.86,0.7,0.777,0.873,0.291,0.191,0.896,0.472,0,0.971,0.986,0.701,0.752,0.12,1.6395,8270
325,1,1,0.991,0.554,0.627,0.6,0.283,0.561,0.218,0.318,1,0.235,0.243,0.946,0.777,0.113,10.0745,1026
326,1,1,0.742,0.382,0.601,0.418,0.259,0.6,0.926,0.368,0,0.923,0.713,0.706,0.449,0.554,4.0855,6140
327,1,1,0.209,0.109,0.486,0.037,0.488,0.476,0.94,0.215,0,0.387,0.891,0.01,0.648,0.025,-0.4755,9345
328,1,0,0.227,0.311,0.535,0.179,0.833,0.708,0.02,0.848,1,0.497,0.094,0.699,0.568,0.148,6.367,3810
329,1,1,0.529,0.881,0.287,0.463,0.523,0.303,0.361,0.372,0,0.722,0.901,0.177,0.16,0.823,1.18,8555
330,1,1,0.209,0.724,0.169,0.582,0.794,0.864,0.847,0.075,0,0.748,0.967,0.455,0.962,0.692,5.9335,4249
331,1,0,0.315,0.922,0.299,0.194,0.655,0.949,0.936,0.116,1,0.849,0.672,0.639,0.956,0.947,8.9575,1651
332,1,0,0.472,0.385,0.379,0.333,0.415,0.924,0.5,0.287,0,0.146,0.456,0.042,0.822,0.567,7.7565,2568
333,1,1,0.123,0.908,0.565,0.582,0.028,0.089,0.988,0.436,1,0.934,1,0.986,0.669,0.582,1.0895,8599
334,1,0,0.061,0.908,0.235,0.779,0.494,0.263,0.348,0.33,0,0.239,0.326,0.054,0.149,0.256,4.514,5741
335,1,0,0.07,0.797,0.678,0.519,0.54,0.172,0.701,0.611,1,0.015,0.116,0.253,0.78,0.23,5.5165,4681
336,1,1,0.413,0.97,0.778,0.061,0.07,0.498,0.578,0.097,0,0.836,0.256,0.007,0.445,0.843,7.081,3126
337,1,1,0.373,0.361,0.416,0.474,0.687,0.235,0.105,0.398,0,0.52,0.999,0.508,0.853,0.166,-0.6395,9404
338,1,0,0.572,0.491,0.884,0.021,0.375,0.52,0.333,0.545,0,0.316,0.203,0.766,0.299,0.765,5.4945,4713
339,1,1,0.344,0.259,0.194,0.066,0.072,0.656,0.11,0.085,1,0.928,0.71,0.586,0.186,0.993,5.7255,4456
340,1,1,0.341,0.974,0.727,0.478,0.989,0.069,0.339,0.836,1,0.873,0.245,0.082,0.223,0.494,3.555,6664
341,1,1,0.634,0.436,0.269,0.936,0.842,0.646,0.509,0.121,1,0.22,0.641,0.415,0.995,0.959,10.6865,757
342,1,0,0.027,0.7,0.536,0.649,0.824,0.156,0.252,0.79,0,0.662,0.208,0.703,0.941,0.816,3.0015,7157
343,1,0,0.066,0.733,0.057,0.764,1,0.378,0.621,0.67,0,0.419,0.222,0.698,0.994,0.846,3.8165,6427
344,1,1,0.795,0.021,0.331,0.87,0.348,0.705,0.819,0.308,0,0.814,0.103,0.975,0.168,0.449,9.125,1552
345,1,0,0.939,0.322,0.533,0.856,0.338,0.722,0.547,0.103,0,0.478,0.007,0.106,0.878,0.752,12.7715,214
346,1,1,0.956,0.331,0.177,0.224,0.307,0.11,0.147,0.26,0,0.933,0.887,0.031,0.481,0.132,-2.6335,9842
347,1,1,0.313,0.159,0.393,0.935,0.342,0.521,0.394,0.181,0,0.891,0.812,0.331,0.967,0.183,5.2005,5023
348,1,0,0.483,0.007,0.537,0.384,0.741,0.403,0.719,0.605,0,0.839,0.617,0.185,0.647,0.861,1.5835,8299
349,1,1,0.24,0.164,0.052,0.173,0.419,0.597,0.485,0.154,0,0.213,0.037,0.925,0.16,0.194,4.8775,5338
350,1,1,0.739,0.534,0.292,0.536,0.551,0.537,0.217,0.713,0,0.562,0.237,0.378,0.513,0.801,5.001,5227
351,1,1,0.853,0.063,0.945,0.026,0.152,0.163,0.032,0.233,1,0.991,0.468,0.592,0.834,0.817,4.8965,5313
352,1,1,0.958,0.869,0.575,0.199,0.521,0.146,0.407,0.972,1,0.407,0.095,0.628,0.396,0.752,2.9935,7165
353,1,0,0.813,0.769,0.798,0.372,0.362,0.265,0.617,0.465,1,0.751,0.592,0.176,0.402,0.012,4.088,6138
354,1,0,0.984,0.034,0.64,0.492,0.033,0.163,0.027,0.986,1,0.412,0.937,0.095,0.292,0.15,-0.773,9445
355,1,1,0.752,0.521,0.859,0.424,0.139,0.361,0.877,0.633,0,0.695,0.433,0.411,0.743,0.767,3.937,6290
356,1,1,0.332,0.204,0.272,0.045,0.335,0.576,0.153,0.466,0,0.69,0.825,0.587,0.481,0.161,-0.4205,9319
357,1,1,0.415,0.504,0.528,0.343,0.736,0.479,0.834,0.428,0,0.143,0.304,0.948,0.153,0.778,4.972,5255
358,1,0,0.824,0.841,0.319,0.871,0.111,0.289,0.624,0.028,0,0.812,0.878,0.621,0.902,0.756,4.77,5461
359,1,0,0.453,0.444,0.602,0.526,0.367,0.1,0.822,0.306,0,0.84,0.481,0.462,0.227,0.25,1.7065,8218
360,1,1,0.939,0.086,0.904,0.832,0.386,0.079,0.005,0.208,1,0.84,0.829,0.687,0.359,0.102,5.5065,4695
361,1,0,0.308,0.683,0.685,0.49,0.882,0.752,0.07,0.546,0,0.813,0.725,0.592,0.617,0.473,5.921,4267
362,1,0,0.426,0.212,0.253,0.192,0.58,0.054,0.545,0.152,0,0.568,0.319,0.864,0.519,0.764,0.791,8776
363,1,1,0.369,0.069,0.495,0.248,0.578,0.33,0.506,0.743,0,0.842,0.796,0.464,0.089,0.75,-1.3835,9631
364,1,1,0.775,0.164,0.414,0.476,0.969,0.426,0.198,0.143,0,0.355,0.662,0.285,0.904,0.37,4.15,6081
365,1,1,0.117,0.336,0.891,0.435,0.415,0.314,0.394,0.307,1,0.509,0.765,0.323,0.932,0.698,5.684,4505
366,1,0,0.696,0.593,0.046,0.396,0.316,0.288,0.566,0.867,1,0.684,0.068,0.683,0.843,0.241,2.1875,7857
367,1,0,0.956,0.999,0.628,0.673,0.351,0.133,0.275,0.469,0,0.144,0.335,0.501,0.538,0.022,4.084,6142
368,1,1,0.197,0.059,0.426,0.017,0.01,0.117,0.081,0.749,0,0.344,0.354,0.369,0.773,0.169,-2.632,9841
369,1,1,0.423,0.244,0.991,0.267,0.255,0.774,0.132,0.924,0,0.726,0.296,0.039,0.248,0.279,5.77,4415
370,1,0,0.023,0.135,0.412,0.045,0.139,0.94,0.347,0.683,0,0.343,0.945,0.646,0.271,0.72,1.961,8025
371,1,1,0.831,0.239,0.498,0.24,0.336,0.375,0.941,0.175,1,0.126,0.239,0.53,0.521,0.218,6.0995,4079
372,1,0,0.13,0.57,0.239,0.786,0.615,0.827,0.457,0.141,0,0.681,0.62,0.576,0.615,0.93,8.9295,1670
373,1,0,0.79,0.643,0.155,0.099,0.598,0.33,0.365,0.173,0,0.772,0.305,0.861,0.538,0.4,2.252,7799
374,1,1,0.03,0.445,0.145,0.048,0.876,0.765,0.342,0.471,1,0.474,0.434,0.401,0.502,0.712,5.364,4848
375,1,1,0.764,0.011,0.942,0.739,0.129,0.469,0.522,0.05,0,0.456,0.579,0.909,0.264,0.542,8.526,1925
376,1,0,0.291,0.786,0.529,0.931,0.171,0.42,0.35,0.459,1,0.5,0.11,0.433,0.633,0.893,10.957,670
377,1,1,0.753,0.306,0.045,0.145,0.837,0.53,0.779,0.298,1,0.182,0.305,0.316,0.758,0.822,5.1755,5046
378,1,0,0.913,0.647,0.399,0.214,0.785,0.095,0.67,0.903,0,0.896,0.448,0.134,0.219,0.699,-2.295,9801
379,1,1,0.925,0.761,0.557,0.248,0.189,0.946,0.433,0.38,1,0.022,0.304,0.882,0.14,0.968,11.8475,403
380,1,1,0.821,0.756,0.208,0.193,0.747,0.632,0.426,0.863,0,0.126,0.76,0.752,0.39,0.222,-0.2515,9262
381,1,1,0.052,0.531,0.115,0.149,0.029,0.035,0.693,0.967,0,0.632,0.99,0.21,0.781,0.537,-7.9465,10000
382,1,1,0.669,0.808,0.493,0.601,0.894,0.419,0.792,0.458,1,0.631,0.942,0.256,0.812,0.356,3.898,6332
383,1,0,0.892,0.834,0.608,0.363,0.947,0.628,0.637,0.739,1,0.277,0.505,0.827,0.08,0.657,6.541,3647
384,1,0,0.115,0.274,0.807,0.469,0.15,0.067,0.539,0.79,0,0.832,0.836,0.876,0.4,0.911,-1.278,9593
385,1,0,0.186,0.022,0.309,0.145,0.067,0.231,0.134,0.368,1,0.515,0.744,0.949,0.428,0.274,0.3835,8987
386,1,1,0.751,0.115,0.336,0.357,0.692,0.848,0.112,0.993,0,0.665,0.347,0.729,0.874,0.707,4.3195,5939
387,1,1,0.51,0.662,0.147,0.156,0.302,0.523,0.44,0.772,0,0.265,0.791,0.774,0.644,0.236,-1.5645,9669
388,1,0,0.074,0.441,0.359,0.736,0.48,0.192,0.318,0.467,0,0.319,0.238,0.141,0.546,0.634,4.0785,6149
389,1,0,0.972,0.878,0.85,0.827,0.13,0.321,0.399,0.196,1,0.208,0.984,0.338,0.052,0.828,8.306,2098
390,1,0,0.678,0.821,0.208,0.265,0.553,0.317,0.49,0.04,0,0.963,0.069,0.184,0.403,0.818,5.5635,4633
391,1,0,0.673,0.017,0.54,0.396,0.114,0.944,0.069,0.059,0,0.631,0.156,0.351,0.647,0.803,11.7905,424
392,1,0,0.174,0.969,0.454,0.911,0.086,0.589,0.881,0.253,0,0.31,0.557,0.428,0.398,0.498,7.8,2529
393,1,0,0.473,0.462,0.317,0.329,0.445,0.164,0.647,0.501,0,0.02,0.838,0.81,0.819,0.667,-1.428,9640
394,1,1,0.229,0.305,0.78,0.974,0.818,0.729,0.084,0.825,1,0.129,0.51,0.64,0.766,0.399,10.0165,1062
395,1,1,0.593,0.151,0.976,0.828,0.512,0.594,0.153,0.289,1,0.402,0.207,0.314,0.109,0.484,13.1355,166
396,1,0,0.867,0.15,0.045,0.785,0.415,0.986,0.783,0.027,1,0.892,0.555,0.944,0.481,0.823,11.672,464
397,1,1,0.309,0.415,0.022,0.253,0.565,0.369,0.896,0.304,0,0.199,0.206,0.955,0.621,0.562,2.172,7871
398,1,0,0.945,0.468,0.627,0.37,0.143,0.248,0.439,0.727,0,0.333,0.462,0.354,0.491,0.642,1.695,8227
399,1,0,0.294,0.482,0.688,0.566,0.602,0.655,0.44,0.594,1,0.535,0.52,0.263,0.799,0.918,8.5505,1905
400,1,1,0.81,0.228,0.734,0.253,0.945,0.874,0.775,0.888,1,0.589,0.447,0.612,0.797,0.631,7.028,3184
401,1,0,0.99,0.305,0.639,0.324,0.849,0.064,0.816,0.7,0,0.228,0.095,0.085,0.039,0.101,0.7345,8807
402,1,0,0.063,0.144,0.153,0.204,0.279,0.722,0.235,0.322,1,0.109,0.522,0.812,0.063,0.914,6.445,3736
403,1,1,0.353,0.415,0.096,0.423,0.316,0.587,0.646,0.978,1,0.737,0.487,0.618,0.996,0.064,1.543,8319
404,1,1,0.558,0.958,0.72,0.29,0.828,0.891,0.077,0.29,1,0.275,0.727,0.378,0.278,0.535,10.198,964
405,1,0,0.86,0.436,0.981,0.654,0.445,0.459,0.083,0.951,0,0.598,0.04,0.889,0.192,0.092,6.533,3650
406,1,0,0.957,0.827,0.804,0.677,0.114,0.881,0.069,0.343,1,0.069,0.332,0.788,0.044,0.729,14.5695,54
407,1,1,0.537,0.087,0.956,0.762,0.003,0.419,0.039,0.194,0,0.688,0.744,0.263,0.5,0.825,7.506,2774
408,1,1,0.549,0.422,0.4,0.516,0.274,0.564,0.334,0.992,0,0.728,0.499,0.325,0.405,0.86,2.5255,7586
409,1,0,0.175,0.505,0.489,0.374,0.565,0.217,0.002,0.863,0,0.481,0.182,0.853,0.763,0.414,1.308,8469
410,1,1,0.257,0.319,0.439,0.225,0.533,0.033,0.878,0.537,1,0.996,0.2,0.796,0.642,0.607,1.442,8390
